country,model,vintage,panel,n_obs,RMSFE,MAE,rel_RMSFE_vs_ARMA,dm_stat_vs_ARMA,dm_pval_vs_ARMA
us,rf,m3,post_covid,16,0.004523360172019439,0.00337711323764645,0.9538693899230557,-2.9253782924658323,0.0034403772156923473
us,rf,m3,full,36,0.019492005575477058,0.00799981876288688,0.8455112384423297,-0.9063699723225287,0.3647400607614968
us,xgboost,m1,pre_covid,12,0.002625053264210234,0.00206991155480865,0.8467584654742872,-1.50960963607673,0.13114306110014162
us,xgboost,m1,covid,7,0.04279518077907379,0.026776981581128036,0.9081511917946802,-1.815334554770327,0.06947251180096403
us,xgboost,m1,post_covid,16,0.004520897732028974,0.0033749970475248064,0.974494810911243,-0.6294882877817506,0.5290294340707338
us,xgboost,m1,full,36,0.01948235831102732,0.00797565137761008,0.9104254135796194,-1.6703732568667011,0.09484553739688817
us,xgboost,m2,pre_covid,12,0.0027484422966596667,0.0021227263631419836,0.8865598322494762,-1.2818636541900406,0.19989047983157526
us,xgboost,m2,covid,7,0.04273320940766085,0.026743882823985172,0.9068361050540411,-1.8349267670432887,0.06651654101726212
us,xgboost,m2,post_covid,16,0.0045332765781787515,0.0034752135225248064,0.9771631131054209,-0.5187189501609591,0.6039567448620997
us,xgboost,m2,full,36,0.019471085628715176,0.008039002505387857,0.9098986325661331,-1.6687996627282051,0.09515708959693425
us,xgboost,m3,pre_covid,12,0.002711585378882162,0.0021746775881419833,0.9960087545458769,-0.060410109186687655,0.9518290073970836
us,xgboost,m3,covid,7,0.04273404625605725,0.026671150766842313,0.8375138550310666,-0.893710881408049,0.37147660184337905
us,xgboost,m3,post_covid,16,0.004509172093142021,0.0033591475725248065,0.9508774605545522,-2.6905899384494005,0.007132580635436314
us,xgboost,m3,full,36,0.01945960343752777,0.00798351959149897,0.8441057200784241,-0.9145806270027932,0.36041183287838896
us,gb,m1,pre_covid,12,0.0028135476861096925,0.002224340432190833,0.9075607545608166,-1.630794360042515,0.10293371791576078
